,ID,Stock,Description
22,000029,深深房A,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
23,000030,富奥股份,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
24,000031,大悦城,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
25,000032,深桑达A,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
26,000034,神州数码,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
27,000035,中国天楹,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
28,000036,华联控股,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
29,000037,深南电A,近日消息面活跃，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
0,000038,深大通,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
1,000039,中集集团,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地优秀，市场关注意愿减弱。
2,000040,东旭蓝天,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
3,000042,中洲控股,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
4,000045,深纺织A,近日消息面无变化，主力资金有大幅介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿增强。
5,000046,泛海控股,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
6,000048,京基智农,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
7,000049,德赛电池,近日消息面活跃，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
8,000050,深天马A,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
9,000055,方大集团,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
10,000056,皇庭国际,近日消息面无变化，主力资金有介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿减弱。
11,000058,深赛格,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
12,000059,华锦股份,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
13,000060,中金岭南,近日消息面活跃，主力资金无明显迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
14,000061,农产品,近日消息面无变化，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
15,000062,深圳华强,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿增强。
16,000063,中兴通讯,近日消息面一般，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
17,000065,北方国际,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
18,000066,中国长城,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
19,000068,华控赛格,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
20,000069,华侨城A,近日消息面一般，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿减弱。
21,000070,特发信息,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
22,000078,海王生物,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
23,000088,盐田港,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
24,000089,深圳机场,近日消息面无变化，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
25,000090,天健集团,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
26,000096,广聚能源,近日消息面无变化，主力资金有流出迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
27,000099,中信海直,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
28,000100,TCL科技,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
29,000150,宜华健康,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
0,000151,中成股份,近日消息面活跃，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
1,000153,丰原药业,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
2,000155,川能动力,近日消息面无变化，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
3,000156,华数传媒,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
4,000157,中联重科,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿减弱。
5,000158,常山北明,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
6,000159,国际实业,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
7,000166,申万宏源,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿减弱。
8,000301,东方盛虹,近日消息面活跃，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
9,000333,美的集团,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
10,000338,潍柴动力,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
11,000400,许继电气,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿减弱。
12,000401,冀东水泥,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
13,000402,金融街,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
14,000403,派林生物,近日消息面活跃，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿增强。
15,000404,长虹华意,近日消息面无变化，主力资金无明显迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
16,000407,胜利股份,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
17,000408,藏格控股,近日消息面活跃，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
18,000409,云鼎科技,近日消息面无变化，主力资金有流出迹象，短期呈现上升趋势。公司质地一般，市场关注意愿增强。
19,000410,ST沈机,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
20,000411,英特集团,近日消息面一般，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
21,000413,东旭光电,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
22,000415,渤海租赁,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
23,000416,民生控股,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
24,000417,合肥百货,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
25,000419,通程控股,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
26,000420,吉林化纤,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
27,000421,南京公用,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
28,000422,湖北宜化,近日消息面活跃，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿减弱。
29,000423,东阿阿胶,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
0,000425,徐工机械,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿减弱。
1,000426,兴业矿业,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
2,000428,华天酒店,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
3,000429,粤高速A,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
4,000430,张家界,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
5,000488,晨鸣纸业,近日消息面无变化，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
6,000498,山东路桥,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
7,000501,鄂武商A,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
8,000502,*ST绿景,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
9,000503,国新健康,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
10,000504,南华生物,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
11,000505,京粮控股,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
12,000506,中润资源,近日消息面一般，主力资金有大幅介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
13,000507,珠海港,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
14,000509,*ST华塑,近日消息面活跃，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
15,000510,新金路,近日消息面活跃，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
16,000513,丽珠集团,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
17,000514,渝开发,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
18,000516,国际医学,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
19,000517,荣安地产,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
20,000518,四环生物,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
21,000519,中兵红箭,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
22,000520,长航凤凰,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
23,000521,长虹美菱,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
24,000523,*ST浪奇,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
25,000524,岭南控股,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
26,000525,ST红太阳,近日消息面一般，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
27,000526,学大教育,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
28,000528,柳工,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
29,000529,广弘控股,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿增强。
0,000530,冰山冷热,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
1,000531,穗恒运A,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
2,000532,华金资本,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
3,000533,顺钠股份,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
4,000534,万泽股份,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
5,000536,华映科技,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
6,000537,广宇发展,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
7,000538,云南白药,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
8,000539,粤电力A,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
9,000540,中天金融,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
10,000541,佛山照明,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
11,000543,皖能电力,近日消息面一般，主力资金有大幅介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
12,000544,中原环保,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
13,000545,金浦钛业,近日消息面一般，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
14,000546,金圆股份,近日消息面活跃，主力资金有介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿增强。
15,000547,航天发展,近日消息面活跃，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
16,000548,湖南投资,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
17,000550,江铃汽车,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
18,000551,创元科技,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
19,000552,靖远煤电,近日消息面活跃，主力资金有介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
20,000553,安道麦A,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
21,000554,泰山石油,近日消息面无变化，主力资金无明显迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
22,000555,神州信息,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
23,000557,西部创业,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
24,000558,莱茵体育,近日消息面一般，主力资金有介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿增强。
25,000559,万向钱潮,近日消息面活跃，主力资金无明显迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
26,000560,我爱我家,近日消息面活跃，主力资金有介入迹象，短期呈现上升趋势。公司质地良好，市场关注意愿无明显变化。
27,000561,烽火电子,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
28,000563,陕国投A,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
29,000564,*ST大集,近日消息面无变化，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
0,000565,渝三峡A,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
1,000566,海南海药,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
2,000567,海德股份,近日消息面一般，主力资金有介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿增强。
3,000568,泸州老窖,近日消息面活跃，主力资金有介入迹象，短期呈现上升趋势。公司质地良好，市场关注意愿无明显变化。
4,000570,苏常柴A,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
5,000571,ST大洲,近日消息面活跃，主力资金有介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
6,000572,海马汽车,近日消息面活跃，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
7,000573,粤宏远A,近日消息面活跃，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
8,000576,甘化科工,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
9,000581,威孚高科,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
10,000582,北部湾港,近日消息面活跃，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
11,000584,哈工智能,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
12,000585,*ST东电,近日消息面一般，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
13,000586,汇源通信,近日消息面无变化，主力资金有大幅介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿增强。
14,000587,*ST金洲,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
15,000589,贵州轮胎,近日消息面无变化，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
16,000590,启迪药业,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
17,000591,太阳能,近日消息面活跃，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
18,000592,平潭发展,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
19,000593,大通燃气,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
20,000595,宝塔实业,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
21,000596,古井贡酒,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿增强。
22,000597,东北制药,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
23,000598,兴蓉环境,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
24,000599,青岛双星,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
25,000600,建投能源,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
26,000601,韶能股份,近日消息面一般，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
27,000603,盛达资源,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
28,000605,渤海股份,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
29,000606,ST顺利,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
0,000607,华媒控股,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
1,000608,阳光股份,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
2,000609,*ST中迪,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
3,000610,西安旅游,近日消息面无变化，主力资金有明显流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
4,000611,*ST天首,近日消息面无变化，主力资金有大幅介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
5,000612,焦作万方,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地优秀，市场关注意愿无明显变化。
6,000613,*ST东海A,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
7,000615,奥园美谷,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
8,000616,ST海投,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
9,000617,中油资本,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
10,000619,海螺型材,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
11,000620,新华联,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
12,000622,恒立实业,近日消息面无变化，主力资金有流出迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
13,000623,吉林敖东,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
14,000625,长安汽车,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
15,000626,远大控股,近日消息面活跃，主力资金有介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
16,000627,天茂集团,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
17,000628,高新发展,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿减弱。
18,000629,攀钢钒钛,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
19,000630,铜陵有色,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
20,000631,顺发恒业,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
21,000632,三木集团,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
22,000633,合金投资,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
23,000635,英力特,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿减弱。
24,000636,风华高科,近日消息面无变化，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
25,000637,茂化实华,近日消息面一般，主力资金无明显迹象，短期呈现上升趋势。公司质地一般，市场关注意愿增强。
26,000638,*ST万方,近日消息面无变化，主力资金有介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿无明显变化。
27,000639,西王食品,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
28,000650,仁和药业,近日消息面活跃，主力资金有介入迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿增强。
29,000651,格力电器,近日消息面活跃，主力资金有流出迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
0,000652,泰达股份,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
1,000655,金岭矿业,近日消息面无变化，主力资金无明显迹象，短期呈现震荡趋势。公司质地良好，市场关注意愿无明显变化。
2,000656,金科股份,近日消息面活跃，主力资金无明显迹象，短期呈现上升趋势。公司质地良好，市场关注意愿减弱。
3,000657,中钨高新,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
4,000659,珠海中富,近日消息面无变化，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
5,000661,长春高新,近日消息面活跃，主力资金有大幅介入迹象，短期呈现上升趋势。公司质地优秀，市场关注意愿无明显变化。
6,000662,天夏退,近日消息面活跃，主力资金有大幅介入迹象，短期呈现上升趋势。公司质地很差，市场关注意愿无明显变化。
7,000663,永安林业,近日消息面一般，主力资金有大幅介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿增强。
8,000665,湖北广电,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
9,000666,经纬纺机,近日消息面一般，主力资金有流出迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
10,000667,美好置业,近日消息面一般，主力资金无明显迹象，短期呈现震荡趋势。公司质地一般，市场关注意愿无明显变化。
11,000668,荣丰控股,近日消息面无变化，主力资金有介入迹象，短期呈现上升趋势。公司质地一般，市场关注意愿增强。
