,Publish Time,Title,Stock,Article
84,2021年08月02日 09:31,正泰电器盘中快速上涨,"[['stock_sh601877', '正泰电器']]","['  08月02日消息,正泰电器盘中直线拉升快速上涨,截止09:31,报价45.38元,涨幅7.16%,成交131589手,成交量5.89亿元,换手率0.61%。', '  资金流向方面,呈现主力资金净流入状态,特大单买入3.2966亿元,占比63.64%,卖出2.9325亿元,占比56.61%;大单买入1.2481亿元,占比24.09%,卖出1.2786亿元,占比24.68%。']"
85,2021年08月04日 09:45,落户雄安的华融基金新任杨铭海为董事长，总经理丁卓不再代行董事长职务,"[['stock_sh600036', '招商银行']]","['  8月4日,华融基金发布高级管理人员变更公告,新任杨铭海为董事长,任职日期2021-08-02。自新任董事长任职之日起,总经理丁卓先生不再代行董事长职务。', '  杨铭海,研究生、经济学硕士学位,曾任职于国家农业投资公司计划资金部、海南汇通国际信托投资公司北京证券营业部,曾任招商银行股份有限公司天津分行党委委员、行长助理,华融证券股份有限公司党委委员、总经理助理。现任华融证券股份有限公司党委委员、副总经理,华融基金管理有限公司党支部书记、华融基金管理有限公司董事。', '  华融基金成立于2019年3月1日,注册资本2个亿,是经中国证监会批准设立的首家及目前唯一一家落户雄安新区的公募基金管理公司及全国性证券类法人机构,也是河北省唯一的公募基金管理公司。华融基金是华融证券华融证券100%持股的基金公司。', ' ', ' ']"
86,2021年07月24日 19:26,李礼辉：建立面对全球的数字化金融优势 把数字人民币打造成全球最佳央行数字货币,"[['stock_sh601988', '中国银行']]","['  “2021中国财富论坛”于2021年7月24日-25日在青岛召开。中国互联网金融协会区块链研究组组长、中国银行原行长李礼辉24日在数字货币落地与展望分论坛发表了主题演讲。', '  李礼辉的演讲围绕去中心化金融展开。谈及去中心化金融带来的颠覆性冲击,李礼辉认为有三个方面。第一是投机性,去中心化金融市场充斥着投机、欺诈和庞氏骗局,当虚拟货币的账户是相对集中的,这些关键少数位于食物链顶端,有能力操纵市场,散户往往被“割韭菜”。众多杠杆交易在暴涨暴跌中被强制平仓,这几个月爆仓的资金累计超过至少100亿美元。', '  第二是去中介,去中心化金融采用对等网络、智能合约、分布式账本等技术,不同的去中心化金融工具可以建立自动做市、自动清算机制,形成去中介的链上金融体系,所以它是可以脱离银行等金融中介的。', '  第三就是难监管,在这样一些去中心化金融协议的应用中,开放的网络没有准入限制,透明的资金流便于交易方跟踪,非中央控制的交易拒绝监管者的管控和审查。所以去中心化金融的交易可匿名、可跨境,又难管制,它可能会成为资金非法流动和投机交易的工具。有人估算,全球地下经济规模高达20万亿美元,需要地下可信任、地上难管控的支付工具。', '  “我们面对的全球金融竞争可思可虑。就去中心化金融来说,它既是未来全球金融监管的热点,也可能会是未来国际金融竞争的热点。所以我们应该致力于建立面对全球的数字化金融优势。”李礼辉说。', '  他谈到了三点::第一,要把数字人民币打造成全球最佳的央行数字货币;第二,构建一个数字化金融基础设施的安全屏障;第三,构建一个穿透式的金融监管系统。', '  新浪声明:所有会议实录均为现场速记整理,未经演讲者审阅,新浪网登载此文出于传递更多信息之目的,并不意味着赞同其观点或证实其描述。']"
87,2021年08月03日 22:31,危险信号！高瓴减持一只医疗大牛股,"[['stock_sz300529', '健帆生物']]","['  炒股就看金麒麟分析师研报,权威,专业,及时,全面,助您挖掘潜力主题机会!', '本文来源于招财部落;', '', '', '春江水暖鸭先知,有人又提前抢跑了。', '', '今晚,血液灌流器龙头企业健帆生物发布中报。上半年营收11.88亿元,同比增长36.63%;净利润6.2亿,同比增长40.74%,非常靓丽的数据。值得注意的是,并非去年疫情基数低,2020年同期净利润为4.41亿,2019年同期为3.06亿,从未出现过倒退的情况。', '', '主营产品血液灌流器占到了总营收的88.24%,毛利率接近90%,跟茅台相当的水平。']"
88,2021年08月04日 19:30,钙钛矿技术受资本追捧！曜能科技A轮获得高瓴资本千万投资！,"[['stock_sz000591', '太阳能']]","['编辑|国际能源网团队', '曜能科技研发团队于2013年进入钙钛矿光伏领域,是全球最早开始相关研究和工艺开发的团队之一,曾多次在Science等国际顶刊发表研究成果。', '8月2日消息,近日,高瓴气候变化投资团队在碳中和领域投资的钙钛矿光伏企业曜能科技完成数千万A轮融资。', '钙钛矿作为近年来最受关注的新型半导体明星材料,在光伏、探测、显示、照明等众多领域具备广泛的应用前景。曜能科技的钙钛矿/晶硅叠层光伏技术,能够与晶硅技术深度结合,突破传统单结太阳能电池的产业化光电转换效率极限,进一步降低光伏发电成本,推动清洁能源更广泛的普惠应用。', '曜能科技研发团队于2013年进入钙钛矿光伏领域,是全球最早开始相关研究和工艺开发的团队之一,曾多次在Science等国际顶刊发表研究成果。曜能科技于2017年在北京成立,2018年获得启迪之星种子轮投资。', '钙钛矿材料的产业应用具有巨大的长期价值。在实现该价值的过程中,我们不仅需要科学家及工程师团队的密切配合,更需要投资机构和产业界的鼎力支持。曜能科技坚持第一性原理,以科技创新为主线,积累了优质的研发资源、扎实的研发体系和丰富的合作伙伴关系。经过多年的深耕,构筑了全球一流的钙钛矿材料研发平台及自主知识产权的技术体系,确立了在钙钛矿材料及器件基础与应用研究的行业领先地位。', '此轮融资完成后,曜能科技将继续向全球招募优秀钙钛矿基础研究及工程化人才,以开放的平台和多元的文化欢迎创业及合作伙伴,加快研发节奏,共同推动钙钛矿技术产业化进程,实现光伏行业的技术跃迁,助力达成全球“碳中和“的美好愿景。', '', '', '']"
89,2021年08月03日 17:22,投资者提问：你好，请详细介绍一下公司在钠电池方面的情况，谢谢。,"[['stock_sz002407', '多氟多']]","['投资者提问:', '你好,请详细介绍一下公司在钠电池方面的情况,谢谢。', '董秘回答(多氟多SZ002407):', '您好,公司有包括六氟磷酸钠在内的多种新型锂电材料的技术储备及研发,目前六氟磷酸钠产品生产制造技术已较为成熟,从去年开始已经批量外售,虽然有一些客户,但目前市场需求量较小,感谢您的关注!', '免责声明:本信息由新浪财经从公开信息中摘录,不构成任何投资建议;新浪财经不保证数据的准确性,内容仅供参考。']"
90,2021年08月03日 22:15,鹰眼预警：ST雪莱营业收入下降,"[['stock_sz002076', 'ST雪莱']]","['新浪财经上市公司研究院|财报鹰眼预警', '8月3日,ST雪莱发布2021年半年度报告。', '报告显示,公司2021年上半年营业收入为8719.06万元,同比下降15.04%;归母净利润为-3538.12万元,同比下降92.53%;扣非归母净利润为-4325.84万元,同比下降73.62%;基本每股收益-0.05元/股。', '公司自2006年10月上市以来,已经现金分红8次,累计已实施现金分红为1.4亿元。', '上市公司财报鹰眼预警系统分别从业绩质量、盈利能力、资金压力与安全及运营效率等四大维度,对ST雪莱2021年半年报进行智能量化分析。', '一、业绩质量层面', '报告期内,公司营收为8719.06万元,同比下降15.04%;净利润为-3585.52万元,同比下降106.83%;经营活动净现金流为-620.95万元,同比下降454.38%。', '从业绩整体层面看,需要重点关注:', '•营业收入下降。报告期内,营业收入为0.9亿元,同比下降15.04%。', '•归母净利润大幅下降。报告期内,归母净利润为-0.4亿元,同比大幅下降92.53%。', '•扣非归母净利润大幅下降。报告期内,扣非归母净利润为-0.4亿元,同比大幅下降73.62%。', '•净利润较为波动。近三期半年报,净利润分别为-1.6亿元、-0.2亿元、-0.4亿元,同比变动分别为-542.23%、89.46%、-106.83%,净利润较为波动。', '结合现金流质量看,需要重点关注:', '•营业收入与经营活动净现金流变动趋势持续背离。近三期半年报,营业收入同比变动分别为-54.49%、-36.53%、-15.04%持续增长,经营活动净现金流同比变动分别为125.69%、-86.19%、-454.38%持续下降,营业收入与经营活动净现金流变动趋势持续背离。', '•经营活动净现金流持续下降。近三期半年报,经营活动净现金流分别为0.1亿元、175.2万元、-620.9万元,持续下降。', '二、盈利能力层面', '报告期内,公司毛利率为36.82%,同比下降7.02%;净利率为-41.12%,同比下降143.46%;净资产收益率(加权)为0%。', '结合公司经营端看收益,需要重点关注:', '•销售毛利率下降。报告期内,销售毛利率为36.82%,同比下降7.02%。', '•销售净利率大幅下降。报告期内,销售净利率为-41.12%,同比大幅下降143.46%。', '三、资金压力与安全层面', '报告期内,公司资产负债率为109.8%,同比下降14.25%;流动比率为0.35,速动比率为0.26;总债务为3.37亿元,其中短期债务为3.37亿元,短期债务占总债务比为100%。', '从财务状况整体看,需要重点关注:', '•流动比率持续下降。近三期半年报,流动比率分别为0.78,0.48,0.35,短期偿债能力趋弱。', '•净资产为负,资不抵债。报告期内,资产总额为6.4亿元,负债总额为7亿元,净资产为-0.6亿元,出现资不抵债状况。', '从短期资金压力看,需要重点关注:', '•短期债务较大,存量资金存缺口。报告期内,广义货币资金为0.4亿元,短期债务为3.4亿元,广义货币资金/短期债务为0.13,广义货币资金低于短期债务。', '•短期债务压力较大,资金链承压。报告期内,广义货币资金为0.4亿元,短期债务为3.4亿元,经营活动净现金流为-620.9万元,短期债务、财务费用与货币资金、经营活动净现金流存在差额。', '•现金比率小于0.25。报告期内,现金比率为0.07,现金比率低于0.25。', '•经营活动净现金流/流动负债比值持续下降。近三期半年报,经营活动净现金流/流动负债比值为分别为0.01、0、-0.01,持续下降。', '从资金管控角度看,需要重点关注:', '•预付账款变动较大。报告期内,预付账款为992.6万元,较期初变动率为41.14%。', '•预付账款增速高于营业成本增速。报告期内,预付账款较期初增长41.14%,营业成本同比增长11.13%,预付账款增速高于营业成本增速。', '•应付票据变动较大。报告期内,应付票据为309.1万元,较期初变动率为67.11%。', '•其他应付款变动较大。报告期内,其他应付款为0.3亿元,较期初变动率为40.55%。', '从资金协调性看,需要重点关注:', '•资金协调性待提升。报告期内,公司营运资金需求为-0.9亿元,营运资本为-3.8亿元,经营活动带来的流动资金不能完全覆盖长期性资产投入,现金支付能力为-2.9亿元。', '四、运营效率层面', '报告期内,公司应收帐款周转率为1.01,同比增长2.7%;存货周转率为1.01,同比增长36.12%;总资产周转率为0.13,同比下降11.46%。', '从长期性资产看,需要重点关注:', '•其他非流动资产占比较高。报告期内,其他非流动资产/资产总额比值为12.26%。', '从三费维度看,需要重点关注:', '•管理费用增速超过20%。报告期内,管理费用为0.2亿元,同比增长35.67%。', '•管理费用增速超营收。报告期内,管理费用同比增长35.67%,营业收入同比增长-15.04%,管理费用增速高于营业收入增速。', '点击ST雪莱鹰眼预警,查看最新预警详情及可视化财报预览。', '新浪财经上市公司财报鹰眼预警简介:上市公司财报鹰眼预警是上市公司财报智能化专业分析系统。鹰眼预警通过聚集会计师事务所及上市公司等一大批权威的财务专家,分别从公司业绩成长、收益质量、资金压力与安全及运营效率等多个维度跟踪解读上市公司最新财报,并以图文形式提示可能存在的财务风险点。为金融机构、上市公司、监管部门等提供了专业、高效、便捷的上市公司财务风险识别及预警的技术解决方案。', '鹰眼预警入口:新浪财经APP-行情-数据中心-鹰眼预警或新浪财经APP-个股行情页-财务-鹰眼预警', '声明:文章内容仅供参考,不构成任何投资建议。如有疑问,请联系biz@staff.sina.com.cn。']"
91,2021年07月19日 09:30,半年巨亏25个亿市值已大跌1000亿 养猪大户温氏股份早盘低开4%,"[['stock_sz300498', '温氏股份']]","['  7月19日消息,A股养猪大户温氏股份早盘低开4%。截止发稿,股价报13.02元,最新市值829.8亿元。', '  上周五晚间,温氏股份发布了2021年上半年的业绩预告,预计2021年上半年归属于上市公司股东的净利润为亏损22.60亿元-25.60亿元,比上年同期下降154.41%—161.64%,去年同期为41.53亿元。', '  对于业绩变动,温氏股份在公告中表示:受国内生猪市场行情变化的影响,生猪价格出现大幅度连续下跌。具体来看,公司销售肉猪(含毛猪和鲜品)468.73万头,毛猪销售均价23.33元/公斤,同比下降31.34%,加上饲料原料连续上涨推高养殖成本,公司肉猪业务利润同比大幅下降,出现较大亏损。', '  同时,温氏股份称根据市场行情及实际业务情况计提了存货跌价准备,同时还计提了股权激励费用、其他绩效等,合计约7亿元。', '  二级市场上,温氏股份的股价早在2019年3月开始就出现颓势,从高点34.75元/股至目前的13.52元/股,两年多的时间,股价已经累计跌近60%,市值大跌超过1000亿。']"
92,2021年08月04日 18:20,莲花健康：莲花健康关于董事长辞职及选举董事长的公告,"[['stock_sh600186', '莲花健康']]","['  炒股就看金麒麟分析师研报,权威,专业,及时,全面,助您挖掘潜力主题机会!', '  证券代码:600186证券简称:莲花健康公告编号:2021—030', '  莲花健康产业集团股份有限公司', '  关于董事长辞职及选举董事长的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏,并对其内容的真实性、准确性和完整性承担个别及连带责任。', '  莲花健康产业集团股份有限公司(以下简称“公司”)董事会近期收到董事长王维法先生书面辞职报告,因个人原因王维法先生申请辞去公司董事长、董事及董事会下设的专门委员会职务。王维法先生辞职后将不再担任公司任何职务,且不再担任公司的法定代表人。', '  王维法先生在任职公司董事长期间,始终恪尽职守、勤勉尽责。公司及公司董事会对王维法先生在任职期间所做出的贡献表示衷心感谢!', '  为保障公司董事会各项工作的顺利开展,根据《公司法》等法律法规和《公司章程》的有关规定,公司于2021年8月4日召开第八届董事会第十二次会议,审议通过了《关于选举公司董事长的议案》及《关于决定公司法定代表人的议案》,选举李厚文先生(简历附后)为公司第八届董事会董事长及决定由李厚文先生担任公司法定代表人,任期自本次会议通过之日起至第八届董事会届满为止。', '  莲花健康产业集团股份有限公司董事会', '  二〇二一年八月五日附:李厚文先生简历', '  李厚文,男,汉族,中国国籍,1978年生,北京大学硕士研究生。先后创立安徽博雅投资有限公司、安徽文峰置业有限公司、深圳前海大华资产管理有限公司和国厚资产管理股份有限公司。现任国厚资产管理股份有限公司法定代表人、董事长和长安责任保险股份有限公司副董事长。李厚文先生兼任安徽省工商联常委、省企业家联合会执行会长和长三角企业家联盟首批理事等社会职务。', '  1']"
93,2021年07月27日 18:44,播客：香港市场首次公开招股程序的全面现代化,"[['hkstock_hk00388', '香港交易所']]","['', '', '', '', '', '', '香港交易所最近落实推出全新平台FINI,以全面简化及数码化香港的首次公开招股程序。本集嘉宾是香港交易所创新及数据实验室主管裴璐加(LukasPetrikas),为大家详解全新平台FINI,并解释FINI将如何缩短新股定价与开始交易之间的周期,提升市场效率和竞争力。欢迎收听:', '', '\n', '', '以下为对话中文译本', '', '', '吴暿华(吴):大家好,欢迎收听最新一集的香港交易所“播客”频道HKEXVoice。我们的管理层将不时透过这个频道分享他们对香港金融市场发展的一些见解。我是本集主持吴暿华(Jeffrey)。', '香港交易所最近宣布将推出全新平台FINI,以全面简化和数码化香港的首次公开招股(IPO)的结算流程。FINI未来可缩短新股定价与上市日之间的周期,提升市场效率。', '今天,我们很高兴与香港交易所创新及数据实验室主管裴璐加(LukasPetrikas)一起讨论FINI的特点以及其重要性。', 'Lukas,欢迎来到我们的播客频道。', '', '裴璐加(裴):谢谢你的邀请。', '吴:听说我们整个FINI团队为了这个项目在过去几年投入了大量精力和心血,对吗?', '裴:的确。等FINI项目完成后,我们的团队需要好好补觉。', '吴:相信我们的老听众已经对FINI项目有所了解,Lukas,请你向HKEXVoice的新听众们,简单介绍一下FINI。', '裴:好的。FINI项目是针对香港新股结算程序的全面改革,希望缩短新股结算周期。新股结算周期是指公司从定价日到挂牌日的这段时间,通常是在上市敲锣前最后两周,目前这个流程时间较长,主要是因为涉及到大量市场参与者之间的沟通和协调,随着市场不断发展,我们的市场参与者的数量越来越多,可能比任何一个市场都要多。我们的新股结算程序是时候做出改革了。', '未来FINI推出后,将会是一个所有新股的统一处理平台,市场各界,从小型券商到IPO主承销商和监管机构,都可以利用FINI平台实现工作流程自动化,以及实时资讯共享,直到新股成功上市。除了缩短结算周期时间,我们还会通过FINI来解决目前香港IPO市场上的一些痛点,例如冻结预付资金、重复认购,以及仍然有许多人使用的纸质表格认购新股。', '吴:香港先行的“T+5”新股结算周期(公司由定价至上市的5天结算周期)可说是非常“独特”,与全球其他市场的做法有所不同,这是为什么?', '裴:这是因为香港市场有它自己的市场特性。首先,如果你在香港上市,一般情况下都会向公众公开招股。某种程度上这能反映出香港公众对股市的参与度很高。因此,对于发行人而言,IPO公开发售部分需求强劲,有助于新股获得更高定价,同时可以确保公司股票在上市后能拥有一定的流动性。但这也意味着一只火热的新股,通常有多达数百万人提交认购申请,因此市场需要一定时间和流程处理这些申请。', '其次,香港上市制度要求发行人向其发售股份的投资者名单寻求监管批准,无论是一般投资者还是大型机构投资者全部都需要取得批准。这个安排是出于对市场质素、透明度和公平性的考虑,而且必须在股票开始交易前完成。以上就是香港目前采用“T+5”如此独特周期的两个主要原因。', '当然还有其他原因值得讨论,例如市场对IPO的需求,也是整个FNI项目中的重要考量因素。', '吴:在现有程序和框架下,香港可以做到最短的结算或定价周期是多少天?', '裴:目前来说,“T+4”是最短的周期。近年来港做第二上市的阿里巴巴、京东等,都是在定价日或招股结束后四天开始交易的。这些公司都是以完全无纸化方式进行招股(不提供实物招股书及认购表格)来加快上市周期的,而大多数投资者也接纳这个做法。', '可是,如果要将IPO结算周期缩到更短,就必须要对市场基建和程序等进行根本性的改变。举例说,银行的结算周“T+4”。', '吴:那么我们是如何把IPO结算周期缩短至咨询总结中所提出的“T+2”?', '裴:这其实并不容易。首先我们得承认,新股市场已深深融入香港的经济体系中。很多人都会认购新股,甚至用融资进行认购。新股市场造就了不少工作机会—法律、监管、运营、咨询等等。当然,新股市场也是不少传媒报章的热门话题。', '过去30年,有不少中概股都来了香港敲响了上市锣。这些公司通过IPO融资,创造了无数的工作机会,并与不少投资者分享发展成果。因此,当我们与部分市场参与者提到有关精简香港新股结算程序时,我们得到的即时反应通常是:“香港已经是全球首屈一指的新股市场,为什么还要做这些改变呢?”然后我们花了两年多的时间与经纪商、银行、监管机构等进行讨论,了解还有什么地方我们可以做得更好,以及如何缩短新股结算时间降低潜在风险等。', '“T+2”新股结算周期是各方经过讨论后得出的结果。这是一个平衡了各方意见,也是一个大多数市场参与者都满意的方案。总的来说,大家都同意缩短新股结算周期对香港来说是一件好事,可以提升香港新股市场的竞争力,让我们能继续吸引更多优质的公司来港上市。', '吴:Lukas,在FINI框架咨询文件中的最初建议,是将有关结算周期缩短至“T+1”。为何现在不一样了?', '裴:“T+1”是个简单进取的目标。但经咨询市场后,发现“T+1”在操作上可能过于紧凑,为突发情况预留的时间太少。另外一个考虑因素是,很多IPO路演的最后一站都会在美国;假设上市公司的管理层在纽约或西岸进行最后一天的IPO路演,他们在深夜完成定价后才能回到香港。如果是“T+1”,公司的管理层可能没有足够时间飞回香港出席上市仪式。对于许多公司的创始人来说,上市是他们事业生涯中的重要时刻;他们不介意多等一天以亲自见证上市一刻。当然这只是一个例子,现实中还有其他原因让我们最终落实了“T+2”方案。', '吴:FINI推出后,香港的“T+2”结算周期与其他亚洲和西方市场比较有什么差别?', '裴:FINI推出后,香港的“T+2”将会成为亚洲市场中最短的新股结算周期,并能与纽约、伦敦或法兰克福等主要国际市场看齐。部分市场虽然是采用“T+1”周期,但通常是有条件交易,即股票在资金结算之前已开始在交易所买卖,然后股票才交付到买家的账户中。', 'FINI的模式允许新股在上市同日完成结算,当中涉及的风险敞口与国际主要市场的情况相接近。', '吴:这次改革对投资者而言又有什么影响?', '裴:事实上,一般投资者应该察觉不到任何影响,他们会照旧通过券商或股份登记处申请认购新股。不过他们可以更快收回不获配售新股的预付资金,所以同一笔资金便可以用作申请认购其他新股。长远而言,投资者在香港申请认购新股的机会成本会降低。', '日后我们可以透过FINI提供目前没有的新股数据,投资者也可以在不同渠道获取到更多有关新股的实时数据和资讯,例如认购情况等。', '吴:目前有不少新股都非常受投资者欢迎,并令市场因此冻结数以十亿计的资金,甚至会令短期利率抽升。FINI当中的“压缩预设资金模式”(compressedfundingmodel)如何协助解决这个情况?', '裴:这是我最喜欢的讨论题目!', '目前的做法是:要求投资者先全额预付所认购的股份所需资金,不论他们以现金支付或者以融资形式支付,所有资金会先拨入发行人的账户,然后发行人再根据股票配售情况进行退款。在这个模式下,发行人不需要承担任何信贷风险,但是资金运用的效率极低。', '有些情况下,个别的新股认购可以冻结相等于香港半年GDP的资金多达一个星期,并且会令银行的利率抽升及影响实体经济,例如有些按揭利率是与港元利率挂勾的。', '我们研究FINI时认为,发行人其实不需要预先冻结申请人的所有资金。只要投资者可以证明在申请时已取得信贷额度、或有足够的现金在获发股票后付款,他们便不需要全额预付认购资金。', '于是,我们在设计FINI时引入了“压缩预设资金模式”,让负责处理新股认购的结算参与者只须存入有关新股最高可获配发股份的总金额。例如一宗公开认购额最高为10亿元的新股,每个结算参与者只须存入10亿元到指定的银行账户,不需要因为超额认购而存入2倍、20倍甚至100倍的预付资金。在这个安排下,信贷风险将由借款人承担,而一般情况下,银行等金融机构都有足够的能力去处理这些风险。换句话说,我们只是用了行之有效的信贷风险管理模式去解决资金流动性的问题,这个做法在较早前的咨询中获得了市场广泛的支持。', '吴:Lukas,这次推出FINI也是香港交易所推进科技创新的一个重大进展,未来我们还可以如何将FINI运用在更多场景中?', '裴:你问得真好!FINI未来将会是一个集中平台,连接着香港市场上各个重要的金融服务机构及专业服务机构,因此它也可以作为一个重要的基建服务平台,在其他场景应用。举例说,FINI可以协助上市公司进行上市后再融资及股份发行,事实上,这些市场活动牵涉的金额甚至比新股市场更大,而其中的流程其实大同小异,因此FINI可以在这方面派上大用场。此外,债劵、其他金融产品的发行,又或是代理投票等等的程序都可以通过FINI平台处理。我们已经将各个市场参与者集结在一起,运作层面,只需要简单作一些规则修改便可以实行!简而言之,FINI具备很大的发展空间,任何需要多方合作和实时资讯分享的流程都可以考虑在FINI上进行。', '吴:今天时间差不多了,感谢Lukas和我们分享FINI及香港交易所推动香港新股结算程序数码化的构思和动向。', '裴:谢谢Jeffrey。', '', '', '']"
94,2021年07月31日 00:07,南京疫情传播链再延长，多地暂缓出省游，暑期游泡汤！,"[['stock_sz000430', '张家界']]","['  原标题:南京疫情传播链再延长,多地暂缓出省游,暑期游泡汤!', '  中新网客户端北京7月31日电(记者李金磊宫宏宇)最新消息显示,南京本轮疫情源头查明,为7月10日的俄罗斯CA910入境航班,而且南京新增本土确诊病例连续两天下降。', '  但是,南京疫情传播链仍在继续延伸,呈现多点扩散外溢态势。“多点开花”的疫情也给正值旺季的暑期游造成打击,多地呼吁暂缓出省游,在线旅游平台的退订量增长4倍,很多人的出行计划泡汤。', '  源头查明,但传播链仍在延伸', '  南京30日通报,7月29日新增本土新冠肺炎确诊病例13例。7月20日至29日24时,累计报告本土确诊病例184例,本土无症状感染者1例。', '  南京市疾控中心副主任丁洁介绍,南京本轮疫情为同一个传播链,疫情源头为7月10日的俄罗斯CA910入境航班。', '  经过调查发现,这些保洁员工参加了CA910航班的机舱清扫,工作结束以后,因为防护洗脱不规范,可能造成个别保洁人员感染,继而在保洁员工之间扩散传播;该公司的保洁员同时保障国际和国内航班的垃圾清运,机场其他工作人员由于接触保洁员工或者被污染的环境而感染。', '  疫情源头查明,但是南京此波疫情的传播链还在延长,目前至少已经波及包括江苏、安徽、四川、辽宁、广东、湖南、北京在内的至少7省份近20个城市。', '  尤其是湖南省内波及的城市在增多。除了张家界、常德、宁乡、株洲,7月30日,湖南省湘潭市雨湖区新增报告1例新冠肺炎确诊病例,初步判断为四川省确诊病例的关联者,曾在常德市武陵区大小河街同乘穿紫河3号船游河。', '  7月30日凌晨1时,益阳市新增报告1例新冠病毒核酸检测呈阳性者,初步判断为北京确诊病例刘某果夫妻(张家界返京人员)的密切接触者。', '  从南京禄口国际机场,到张家界景区,再到常德游船,疫情传播范围进一步扩大。', '  此外,福建厦门30日报告4例新冠病毒核酸检测呈阳性者。7月30日8时30分,重庆江津区报告2例新冠肺炎确诊病例。两人为情侣,7月21日曾在陕西西安游玩“大唐不夜城”、钟楼鼓楼、秦始皇兵马俑博物馆等地。', '  多地景区关闭、限流建议暂缓出省游', '  鉴于严峻复杂的疫情形势,多地升级疫情防控措施,景区纷纷采取关闭、暂停营业或限流措施。', '  其中,张家界市所有景区景点30日上午起关闭。', '  株洲所有旅游景点、景区、游乐场所、室内密闭娱乐场所、电影院、宗教场所等人员聚集性场所暂停开放。宁乡暂停方特东方神话、炭河里、回龙山、沩山密印寺等景区营业。', '  常德市各旅游景区、景点要对人流量进行控制,原则上接待游客量不超过核定最大承载量的30%。', '  此外,秦始皇帝陵博物院决定自2021年7月30日12时起暂停开放;西安大唐不夜城文化商业步行街30日晚发布公告,街区各类演出及大雁塔北广场喷泉表演即日起暂停。', '  同时,杭州、温州、武汉等多地也发布紧急提醒或紧急通知,建议居民暂缓出省旅游。', '  如,温州30日发布紧急通知,暑期旅游尽量在省内进行,暂缓出省旅游,减少出省旅游中的旅途感染和外省感染风险。', '  旅游平台退订量增长4倍,暑期游泡汤', '  骤然紧张起来的疫情形势,也给火热的暑期游泼了一盆冷水,令很多人的暑期游泡汤了,选择退订和推迟出行的人不在少数。', '  在线旅游平台去哪儿提供给中新网的数据显示,29日平台总咨询量达到日常的3倍;退订量达到日常的4倍,但少于2021年春节期间退订。', '  原定8月2日和家人一起从湖南株洲前往青海旅游的大学生小王,考虑到株洲近日出现的新冠病例,选择退掉机票择期出行。', '  但也有部分计划前往低风险地区的游客仍在观望。准备8月4日到北京旅行的张女士表示,“机票退票费太高了,看看疫情发展情况再决定。”', '  中新网通过京津冀地区多家旅行社了解到,前往湖南、江苏等地区的旅行团已停发,恢复时间尚未确定。', '  针对此轮疫情,目前多个在线旅游平台出台了酒店等产品免费退订的政策。携程针对出行日期为7月30日-8月12日期间,目的地为张家界的所有度假产品订单,可申请因疫情免费退订;去哪儿表示,预订日期在2021年7月29日(含29日)前,且入住日期在8月11日前(含8月11日)的用户,预订相关城市的酒店订单,均可免费取消。', '  暑期旺季受影响复苏中的旅游业再迎打击', '  文化和旅游部数据显示,2021年上半年,国内旅游总人次18.71亿,比上年同期增长100.8%(恢复到2019年同期的60.9%)。', '  本来暑期是旅游旺季,但是在新一轮疫情的影响下,旺季可能不再旺。', '  中国旅游研究院副院长唐晓云对中新网记者表示,南京疫情引发多地升级防控等级、限制省外团组出游,使涉及省市及周边地区的旅游业复苏短期承压。时值暑期出游旺季,部分消费者因南京疫情推迟或取消出游,对今年暑期档旅游带来较大的负面冲击。但从目前情况看,南京疫情尚在可控范围内,局部区域的受挫不至于影响旅游业稳步复苏的基本面。', '  唐晓云提醒,南京疫情是输入性疫情引发国内传播的新模式,以后也可能出现其他新输入形式,要加强对新冠病毒的规律性把握,深入研究疫情对国内及入出境旅游市场、不同区域和不同旅游业态的中长期影响,形成短期应对措施和应急预案的同时,逐步形成面向中长期的安全生产标准规范或服务指南指引,创新形成新的旅游服务方式和产品业态。', '  北京联合大学旅游学院教授李柏文对中新网记者指出,此次疫情将对旅游业产生不小的负面影响。这次有景区波及疫情,提示旅游供应商要坚持长期“疫中运行”,加强游客教育,不能因短期未出现疫情,就放松防疫要求。(完)']"
95,2021年08月04日 16:25,投资者提问：增发什么时候完成？定价了没？,"[['stock_sz000803', '北清环能']]","['投资者提问:', '增发什么时候完成?定价了没?', '董秘回答(北清环能SZ000803):', '您好!公司非公开发行股份已经完成,具体情况请关注公司2021年7月28日在巨潮资讯网站上披露的相关公告。', '免责声明:本信息由新浪财经从公开信息中摘录,不构成任何投资建议;新浪财经不保证数据的准确性,内容仅供参考。']"
